Jurisdiction,Sewershed ID,Reporting Jurisdiction,County,Population Served,Current virus levels in wastewater by site (in %),Percent change in the last 15 days ,Percent of wastewater samples with detectable virus 
New York,2200,New York,Jefferson,26270,25.4,353,25
New York,2272,New York,Saint Lawrence,12114,N/A,N/A,N/A
New York,2281,New York,Chautauqua,3365,36,N/A,0
New York,2287,New York,Oneida,3210,N/A,N/A,N/A
New York,483,New York,Delaware,3581,10,5,0
New York,515,New York,Madison,4843,24.67,200,0
New York,522,New York,Orange,27434,19.4,81,0
New York,580,New York,Monroe,43074,22.75,3,0
New York,694,New York,Franklin,7175,30.33,1013368,0
New York,721,New York,Rensselaer,79699,N/A,N/A,N/A
New York,723,New York,Seneca,6961,13.33,27,0
New York,869,New York,Warren,23462,N/A,N/A,N/A
New York,996,New York,Erie,142478,81,-38,100
New York,998,New York,Erie,431141,65,-34,100
New York,2601,New York,Oswego,30000,31.43,-1,100
New York,1009,New York,Niagara,48196,37.67,55,100
New York,1150,New York,Suffolk,7741,38.5,7187,67
New York,1404,New York,Rockland,10890,19.5,117,0
New York,1460,New York,Orange,28914,12,N/A,0
New York,1484,New York,Westchester,94095,35.2,170,0
New York,1488,New York,Westchester,31046,19.25,N/A,0
New York,1844,New York,Saint Lawrence,22552,23.5,N/A,0
New York,1852,New York,Saint Lawrence,14475,9.8,51,0
New York,1855,New York,Albany,31023,N/A,N/A,N/A
New York,2007,New York,Wayne,5145,51,-11,0
New York,2050,New York,Nassau,5824,N/A,N/A,N/A
New York,2080,New York,Nassau,27494,67.8,36059986,100
New York,2176,New York,Chemung,38037,7.33,68,0
New York,2181,New York,Monroe,487322,20,11,0
New York,2182,New York,Orange,6369,24,226,0
New York,2189,New York,Ulster,10577,N/A,N/A,N/A
New York,2194,New York,Saratoga,152482,N/A,N/A,N/A
New York,2197,New York,Essex,3263,8.67,35,0
New York,2201,New York,Oswego,14199,28.8,0,0
New York,2264,New York,Nassau,8288,58.8,N/A,100
New York,2268,New York,Onondaga,3272,1,45,0
New York,2280,New York,Seneca,6160,28.67,140,0
New York,300,New York,Otsego,19383,N/A,N/A,N/A
New York,426,New York,Orange,6729,6.5,16,0
New York,477,New York,Essex,3076,18,-100,50
New York,513,New York,Onondaga,30613,21,N/A,0
New York,524,New York,Orange,36227,17.25,31,0
New York,529,New York,Orange,8568,3,5,0
New York,531,New York,Jefferson,4077,31.5,N/A,0
New York,532,New York,Onondaga,25965,15.5,N/A,0
New York,776,New York,Ulster,26599,16.6,48,0
New York,986,New York,Washington,12260,N/A,N/A,N/A
New York,997,New York,Genesee,16459,27.5,752930,67
New York,2608,New York,Tompkins,90000,46.67,-22,100
New York,1000,New York,Erie,17983,64.2,-97,100
New York,1006,New York,Chautauqua,32501,1,-10,0
New York,1011,New York,Cattaraugus,17760,0,0,0
New York,1012,New York,Erie,83961,43.2,-98,100
New York,1097,New York,Dutchess,38207,34.5,-99,33
New York,1151,New York,Oneida,27849,N/A,N/A,N/A
New York,1401,New York,Rockland,36527,18.75,30,0
New York,1483,New York,Westchester,26651,N/A,N/A,N/A
New York,1489,New York,Westchester,523765,18.6,6,0
New York,1936,New York,Clinton,5532,15,-5,0
New York,1939,New York,Suffolk,28183,57,N/A,100
New York,2004,New York,Oswego,12117,29.67,118,0
New York,2172,New York,Albany,109426,N/A,N/A,N/A
New York,2173,New York,Albany,80922,N/A,N/A,N/A
New York,2174,New York,Onondaga,16168,10,N/A,0
New York,2175,New York,Tompkins,9770,20.67,-67,50
New York,2191,New York,Orange,42921,19.2,1060,25
New York,2192,New York,Oswego,8849,51.5,-15,0
New York,2193,New York,Dutchess,21516,35.67,76,0
New York,2198,New York,Madison,3317,7,N/A,0
New York,2285,New York,Chautauqua,9379,41.67,-56,50
New York,512,New York,Cayuga,31814,34.2,-74,25
New York,516,New York,Madison,4908,11,N/A,0
New York,517,New York,Livingston,4730,24.67,54,0
New York,518,New York,Steuben,5162,27,-100,0
New York,520,New York,Onondaga,39352,35,N/A,0
New York,527,New York,Madison,9207,14.33,28,0
New York,52,New York,Steuben,5941,N/A,N/A,N/A
New York,692,New York,Saint Lawrence,10794,7,-13,0
New York,717,New York,Montgomery,19679,N/A,N/A,N/A
New York,1008,New York,Orleans,6191,31.5,-97,50
New York,1010,New York,Monroe,155096,27.2,10,0
New York,1021,New York,Nassau,20616,49.75,-96,100
New York,1041,New York,Suffolk,278775,58.75,-87,100
New York,1043,New York,Suffolk,3349,22.5,492,50
New York,1078,New York,Wayne,8931,18.5,13,0
New York,1098,New York,Sullivan,4925,21.5,7,0
New York,1149,New York,Tioga,3750,31.5,128,0
New York,1153,New York,Livingston,15688,55,65,0
New York,1213,New York,Ontario,17936,29.33,-88,0
New York,1306,New York,Nassau,524955,45,-24,100
New York,1402,New York,Clinton,20893,2.33,9,0
New York,1403,New York,Rockland,12676,23,1,0
New York,1485,New York,Westchester,78683,17.25,478,0
New York,1487,New York,Westchester,44876,14,55,0
New York,1800,New York,Dutchess,13856,36.5,156,0
New York,1853,New York,Suffolk,7499,49.67,1584,100
New York,1854,New York,Suffolk,5789,12.67,337,50
New York,1917,New York,Saint Lawrence,4705,31.2,-57,0
New York,1938,New York,Suffolk,6280,N/A,-38,50
New York,2112,New York,Livingston,3288,31,38,0
New York,2178,New York,Erie,6908,44.5,2147483647,100
New York,2180,New York,Broome,38726,0,0,0
New York,2187,New York,Lewis,3953,N/A,N/A,0
New York,2190,New York,Niagara,5632,N/A,N/A,N/A
New York,2195,New York,Ulster,3793,34,0,0
New York,2212,New York,Orange,5672,33.33,158,0
New York,2213,New York,Oneida,6076,N/A,N/A,N/A
New York,2219,New York,Oneida,3990,N/A,N/A,N/A
New York,2273,New York,Monroe,6400,52.33,-100,0
New York,479,New York,Chenango,6734,12.67,146,0
New York,521,New York,Onondaga,242377,N/A,N/A,0
New York,525,New York,Onondaga,50727,33,N/A,0
New York,567,New York,Fulton,23379,10.5,N/A,0
New York,690,New York,Cortland,26950,18.5,43,0
New York,691,New York,Herkimer,13924,N/A,N/A,N/A
New York,718,New York,Schuyler,3656,N/A,N/A,N/A
New York,719,New York,Nassau,24041,35,-50,100
New York,738,New York,Putnam,4480,N/A,N/A,0
New York,740,New York,Oneida,55215,N/A,N/A,N/A
New York,836,New York,Nassau,611349,49,440,100
New York,837,New York,Rockland,53437,32.33,103,0
New York,838,New York,Rockland,207430,9.2,-14,0
New York,974,New York,Yates,5339,22,N/A,0
New York,994,New York,Orleans,6278,51,862,100
New York,999,New York,Chautauqua,12616,51.6,53,0
New York City,2763,New York City,Kings,825096,17.6,N/A,N/A
New York City,2766,New York City,Queens,131254,59.8,N/A,N/A
New York City,2756,New York City,Queens,824156,65.2,N/A,N/A
New York City,2757,New York City,Kings,710768,56.4,N/A,N/A
New York City,2758,New York City,Bronx,769120,60.4,N/A,N/A
New York City,2761,New York City,New York,655795,46.4,N/A,N/A
New York City,2762,New York City,Richmond,266371,81.6,N/A,N/A
New York City,2764,New York City,Richmond,210680,46,N/A,N/A
New York City,2767,New York City,Queens,444823,32.4,N/A,N/A
New York City,2755,New York City,Kings,295778,67.4,N/A,N/A
New York City,2760,New York City,Kings,1197476,57.4,N/A,N/A
New York City,2759,New York City,Queens,798883,46.2,N/A,N/A
New York City,2765,New York City,Kings,251164,41.8,N/A,N/A
New York City,2768,New York City,New York,1197129,81.4,N/A,N/A
North Carolina,2596,North Carolina,Pender; Duplin,10000,54,46,100
North Carolina,1031,North Carolina,Onslow,41819,75.2,341696,100
North Carolina,144,North Carolina,Cumberland,151589,47.5,N/A,100
North Carolina,166,North Carolina,Guilford,135821,49.75,34,100
North Carolina,271,North Carolina,Buncombe; Henderson,173000,49,-99,100
North Carolina,303,North Carolina,Orange; Durham,78141,52,N/A,100
North Carolina,334,North Carolina,Wake,30655,59,N/A,100
North Carolina,369,North Carolina,Orange; Durham,108105,66.8,-84,100
North Carolina,450,North Carolina,New Hanover,58361,49.4,184,100
North Carolina,452,North Carolina,Forsyth,178000,57.8,-100,100
North Carolina,85,North Carolina,Wake,74331,59,148,100
North Carolina,92,North Carolina,Mecklenburg,68685,80.67,N/A,100
North Carolina,94,North Carolina,Mecklenburg,120000,77.5,N/A,100
North Carolina,1223,North Carolina,Rowan,21000,46,163,100
North Carolina,2589,North Carolina,Lenoir,20484,35,1153,100
North Carolina,1611,North Carolina,Forsyth; Randolph; Davidson; Guilford,116390,66.4,-100,100
North Carolina,2033,North Carolina,Henderson,43633,61.8,-37,100
North Carolina,216,North Carolina,Scotland,15527,85.2,-100,100
North Carolina,345,North Carolina,Northampton; Halifax,14320,74,-100,100
North Carolina,405,North Carolina,Jackson,13296,60,N/A,100
North Carolina,53,North Carolina,Carteret,3500,41.4,35265,100
North Carolina,84,North Carolina,Wake,84189,62.6,843,100
North Carolina,93,North Carolina,Mecklenburg,182501,70.67,N/A,100
North Carolina,1662,North Carolina,Forsyth,92000,55.57,-3,100
North Carolina,2605,North Carolina,Wilson,50000,65.2,9,100
North Carolina,2565,North Carolina,Watauga,26000,47.8,25,100
North Carolina,2641,North Carolina,Swain; Jackson,10000,25.8,8,80
North Carolina,332,North Carolina,Wake,550000,36.5,N/A,100
North Carolina,335,North Carolina,Wake,7776,72,39455,100
North Carolina,451,North Carolina,New Hanover,67743,50.2,-97,100
North Carolina,1220,North Carolina,Rowan,32000,59.8,140,100
North Carolina,111,North Carolina,Wilson,49384,47.25,244,100
North Carolina,1521,North Carolina,Mecklenburg,82158,83.4,-62,100
North Carolina,1523,North Carolina,Durham,142000,67.8,-76,100
North Carolina,167,North Carolina,Pitt,89616,N/A,N/A,N/A
North Carolina,237,North Carolina,Mcdowell,8459,58.2,4909653,100
North Carolina,86,North Carolina,Wake,75886,72,325,100
North Carolina,1894,North Carolina,Lenoir,25000,43.43,25,100
Ohio,112,Ohio,Wayne,27000,75,94,100
Ohio,140,Ohio,Lorain,54500,78.75,-30,100
Ohio,157,Ohio,Sandusky,25000,57.25,125,100
Ohio,186,Ohio,Lawrence,10445,57.33,419,100
Ohio,205,Ohio,Hardin,8500,28,36,0
Ohio,2473,Ohio,Knox,7000,34.25,-98,50
Ohio,263,Ohio,Knox,18000,58.5,-96,100
Ohio,274,Ohio,Henry,8749,67,204,100
Ohio,291,Ohio,Huron,17000,52.25,-93,100
Ohio,304,Ohio,Butler,22000,72.25,-96,100
Ohio,411,Ohio,Wyandot,6700,49.25,-97,50
Ohio,442,Ohio,Montgomery,79000,59.8,242673,100
Ohio,1891,Ohio,Mahoning,174000,64.67,-10,100
Ohio,127,Ohio,Montgomery,226729,66.75,148,100
Ohio,1805,Ohio,Huron,3276,49.75,292,0
Ohio,1957,Ohio,Lake,20000,34,-96,50
Ohio,214,Ohio,Fairfield,24303,62,-57,100
Ohio,233,Ohio,Richland,52000,59.5,-69,100
Ohio,235,Ohio,Washington,15284,22.25,1207,50
Ohio,273,Ohio,Hamilton,76000,68.25,-98,50
Ohio,309,Ohio,Licking,7150,60.5,-77,100
Ohio,326,Ohio,Scioto,20366,54.75,-64,33
Ohio,36,Ohio,Summit,363897,42.25,-37,100
Ohio,388,Ohio,Jefferson,17864,44.5,-45,50
Ohio,395,Ohio,Hamilton,34000,74,60,100
Ohio,398,Ohio,Lucas,322446,43.75,-14,100
Ohio,403,Ohio,Montgomery,65000,57,354,100
Ohio,54,Ohio,Greene,46160,21.25,1364,50
Ohio,79,Ohio,Stark,85000,43.25,-36,100
Ohio,859,Ohio,Mercer,4800,51.75,-80,100
Ohio,101,Ohio,Preble,8400,61.5,N/A,100
Ohio,108,Ohio,Erie,55000,57.67,-65,100
Ohio,121,Ohio,Ashtabula,12000,42.5,-93,50
Ohio,124,Ohio,Coshocton,12000,75.25,-56,100
Ohio,131,Ohio,Tuscarawas,13572,51.25,-34,100
Ohio,141,Ohio,Belmont,13169,54.75,213,100
Ohio,147,Ohio,Hancock,41273,60.25,30,100
Ohio,168,Ohio,Darke,13000,76.5,-96,100
Ohio,187,Ohio,Franklin,645940,54,-89,100
Ohio,221,Ohio,Hamilton,143000,40.75,-85,50
Ohio,222,Ohio,Medina,86586,55.25,16,100
Ohio,225,Ohio,Lorain,72000,52.25,-44,100
Ohio,241,Ohio,Union,24677,53.75,43,100
Ohio,255,Ohio,Hamilton,488000,56.75,-98,50
Ohio,276,Ohio,Cuyahoga,313158,51.5,3345,100
Ohio,278,Ohio,Cuyahoga,103379,48,-96,100
Ohio,282,Ohio,Licking,45000,74.25,14,100
Ohio,311,Ohio,Wood,37725,43.5,15,100
Ohio,428,Ohio,Fayette,14000,58.67,-55,100
Ohio,455,Ohio,Mahoning,65469,29.75,106,0
Ohio,456,Ohio,Muskingum,47500,30.33,-83,100
Ohio,48,Ohio,Athens,24536,43.75,89,0
Ohio,67,Ohio,Wood,32000,65.75,8,100
Ohio,73,Ohio,Williams,8655,65.25,-35,100
Ohio,975,Ohio,Greene,4100,54.25,149,100
Ohio,98,Ohio,Pickaway,13965,68.25,423,100
Ohio,102,Ohio,Marion,36000,46.6,46,100
Ohio,129,Ohio,Defiance,19900,50,-88,100
Ohio,134,Ohio,Montgomery,36150,52,482,100
Ohio,1608,Ohio,Hocking,8500,64.2,188,100
Ohio,170,Ohio,Butler,65000,71,-72,100
Ohio,204,Ohio,Portage,29000,56.6,70,100
Ohio,219,Ohio,Allen,61000,64.25,-94,100
Ohio,228,Ohio,Lucas,110000,52.5,-51,100
Ohio,277,Ohio,Cuyahoga,524154,55.5,-46,100
Ohio,322,Ohio,Ottawa,7000,N/A,N/A,N/A
Ohio,374,Ohio,Franklin,654817,52.25,-25,100
Ohio,382,Ohio,Clark,60000,41.25,333,100
Ohio,422,Ohio,Trumbull,54037,44,-91,50
Ohio,43,Ohio,Fulton,6000,45.25,-80,50
Ohio,46,Ohio,Ashtabula,31430,28.25,-82,50
Ohio,74,Ohio,Crawford,12362,32.25,-69,50
Ohio,82,Ohio,Carroll,3500,68.75,273,67
Ohio,1810,Ohio,Portage; Summit,365000,53.67,-2,100
Oklahoma,2566,Oklahoma,Pontotoc,16738,N/A,N/A,N/A
Oklahoma,2568,Oklahoma,Washington,36495,N/A,N/A,N/A
Oklahoma,2572,Oklahoma,Bryan,18589,47.67,N/A,100
Oklahoma,2576,Oklahoma,Muskogee,36790,N/A,N/A,N/A
Oklahoma,2583,Oklahoma,Payne,48134,N/A,N/A,N/A
Oklahoma,2574,Oklahoma,Tulsa,112025,N/A,N/A,N/A
Oklahoma,2575,Oklahoma,Oklahoma,57288,N/A,N/A,N/A
Oklahoma,2586,Oklahoma,Canadian,24623,N/A,N/A,N/A
Oklahoma,2567,Oklahoma,Caddo,6623,N/A,N/A,N/A
Oklahoma,2577,Oklahoma,Cleveland,122837,N/A,N/A,N/A
Oklahoma,2578,Oklahoma,Oklahoma,442168,N/A,N/A,N/A
Oklahoma,2579,Oklahoma,Tulsa,181670,N/A,N/A,N/A
Oklahoma,2580,Oklahoma,Seminole,7488,N/A,N/A,N/A
Oklahoma,2585,Oklahoma,Woodward,11998,N/A,N/A,N/A
Oklahoma,2512,Oklahoma,Garfield,50350,57.8,-15,100
Oklahoma,2571,Oklahoma,Oklahoma,107331,N/A,N/A,N/A
Oklahoma,2573,Oklahoma,Garfield,49583,N/A,N/A,N/A
Oklahoma,2582,Oklahoma,Tulsa,147101,N/A,N/A,N/A
Oklahoma,2584,Oklahoma,Cherokee,16463,N/A,N/A,N/A
Oregon,934,Oregon,Benton,58856,30,246,100
Oregon,936,Oregon,Lane,8925,26.67,57,100
Oregon,942,Oregon,Washington,220000,40,N/A,100
Oregon,943,Oregon,Washington,40000,18,N/A,100
Oregon,945,Oregon,Multnomah,662235,24.5,N/A,100
Oregon,955,Oregon,Yamhill,34615,35,N/A,100
Oregon,959,Oregon,Umatilla,17500,N/A,N/A,N/A
Oregon,961,Oregon,Marion,229000,70.33,220,100
Oregon,2639,Oregon,Multnomah,45600,44.5,N/A,100
Oregon,2802,Oregon,Clackamas,26298,45,-53,100
Oregon,932,Oregon,Deschutes,92850,21.5,42,100
Oregon,935,Oregon,Polk,16555,40.67,N/A,100
Oregon,949,Oregon,Washington,40000,10.33,N/A,100
Oregon,950,Oregon,Josephine,37725,53.33,-100,100
Oregon,951,Oregon,Umatilla,18775,32.33,N/A,100
Oregon,953,Oregon,Klamath,20840,21.33,98,100
Oregon,956,Oregon,Jackson,133708,25,N/A,0
Oregon,965,Oregon,Marion,10520,53.5,N/A,100
Oregon,967,Oregon,Marion,10840,27,N/A,100
Oregon,971,Oregon,Lane,235155,27.33,-90,100
Oregon,929,Oregon,Linn,57785,44.67,455,100
Oregon,930,Oregon,Clatsop,11326,30.33,N/A,0
Oregon,944,Oregon,Washington,9900,30,N/A,100
Oregon,957,Oregon,Coos,9975,54.33,N/A,100
Oregon,958,Oregon,Malheur,12000,34.5,N/A,100
Oregon,966,Oregon,Columbia,13739,74.33,-91,100
Oregon,2801,Oregon,Tillamook,27748,42.67,154,100
Oregon,469,Oregon,Jackson,21105,34,-95,100
Oregon,933,Oregon,Clackamas,14206,47,-99,100
Oregon,937,Oregon,Lincoln,8865,54.33,20919,100
Oregon,939,Oregon,Lincoln,10400,48.67,-98,100
Oregon,941,Oregon,Marion,26273,62,790,100
Oregon,948,Oregon,Wasco,15276,87,N/A,100
Oregon,952,Oregon,Hood River,7800,N/A,N/A,N/A
Pennsylvania,2494,Pennsylvania,Butler,45000,22,-54,100
Pennsylvania,1366,Pennsylvania,Dauphin,125000,47,101,100
Pennsylvania,1366,Pennsylvania,Dauphin,125000,N/A,N/A,N/A
Pennsylvania,1455,Pennsylvania,Delaware,6800,69.8,-76,100
Pennsylvania,1533,Pennsylvania,Centre,90000,44.14,-44,100
Pennsylvania,1553,Pennsylvania,Mckean,14194,N/A,N/A,N/A
Pennsylvania,1554,Pennsylvania,Mercer,16000,38.4,-37,25
Pennsylvania,2216,ph,Philadelphia,1004057,79.8,17,100
Pennsylvania,2364,Pennsylvania,Allegheny,7000,19,167,100
Pennsylvania,2365,Pennsylvania,Allegheny,48000,11.75,-15,100
Pennsylvania,2367,Pennsylvania,Allegheny,5191,39.75,33703,67
Pennsylvania,2368,Pennsylvania,Allegheny,43482,24.25,-67,100
Pennsylvania,1667,Pennsylvania,Dauphin,125000,65,2,100
Pennsylvania,1083,Pennsylvania,Montgomery,13000,47.5,-92,100
Pennsylvania,1368,Pennsylvania,Westmoreland; Armstrong,34200,34,-98,50
Pennsylvania,1376,Pennsylvania,Westmoreland,4600,43,-100,50
Pennsylvania,1390,Pennsylvania,Monroe,25000,30,773,50
Pennsylvania,1553,Pennsylvania,Mckean,14194,57,10,100
Pennsylvania,1777,Pennsylvania,Monroe,4000,69.2,109,100
Pennsylvania,2307,Pennsylvania,Montgomery,35000,71,-94,100
Pennsylvania,2308,Pennsylvania,Montgomery,8900,64.4,N/A,100
Pennsylvania,2329,Pennsylvania,Montgomery,35000,87.25,N/A,100
Pennsylvania,2362,Pennsylvania,Allegheny,900000,24.25,96,100
Pennsylvania,2788,Pennsylvania,Montgomery,25000,N/A,N/A,N/A
Pennsylvania,2929,Pennsylvania,Jefferson,8255,33.25,-15,25
Pennsylvania,1737,Pennsylvania,Delaware,220000,38.17,42,100
Pennsylvania,2830,Pennsylvania,Bucks; Northampton,55000,27.2,99,100
Pennsylvania,1357,Pennsylvania,Montgomery,30000,59.8,-15,100
Pennsylvania,1376,Pennsylvania,Westmoreland,4600,N/A,N/A,N/A
Pennsylvania,1390,Pennsylvania,Monroe,25000,N/A,N/A,N/A
Pennsylvania,1529,Pennsylvania,Indiana,30000,34,-93,50
Pennsylvania,1776,Pennsylvania,Trumbull; Mercer,19000,45.4,-94,67
Pennsylvania,1776,Pennsylvania,Trumbull; Mercer,19000,N/A,N/A,N/A
Pennsylvania,1787,Pennsylvania,Chester,10500,42,337,100
Pennsylvania,1787,Pennsylvania,Chester,10500,N/A,N/A,N/A
Pennsylvania,2217,ph,Philadelphia,291524,N/A,N/A,N/A
Pennsylvania,2218,ph,Philadelphia,517309,N/A,N/A,N/A
Pennsylvania,2363,Pennsylvania,Montgomery,16000,56.6,479,100
Pennsylvania,2667,Pennsylvania,Montgomery,13000,52,-98,100
Pennsylvania,1358,Pennsylvania,Cumberland,25000,55.6,-79,100
Pennsylvania,1359,Pennsylvania,Erie,200000,69,-98,75
Pennsylvania,1367,Pennsylvania,Franklin,67000,69.8,-73,100
Pennsylvania,1370,Pennsylvania,Lehigh,200000,70.4,-91,100
Pennsylvania,1375,Pennsylvania,York,85000,45.2,-80,100
Pennsylvania,1375,Pennsylvania,York,85000,N/A,N/A,N/A
Pennsylvania,1775,Pennsylvania,Lackawanna,15700,35,-87,75
Pennsylvania,1809,Pennsylvania,Chester,13500,73,-72,100
Rhode Island,2826,Rhode Island,Washington,5000,33.2,-96,80
Rhode Island,2854,Rhode Island,Bristol,11500,19,532,100
Rhode Island,2785,Rhode Island,Newport,41600,29.4,-2,100
Rhode Island,464,Rhode Island,Providence,240000,52.4,-4,100
Rhode Island,2856,Rhode Island,Bristol,21100,36,-90,100
Rhode Island,2839,Rhode Island,Worcester; Providence; Norfolk,43000,32.2,-96,100
Rhode Island,2891,Rhode Island,Kent,30000,35.8,67,100
Rhode Island,2786,Rhode Island,Washington,16500,58.4,-5,100
Rhode Island,76,Rhode Island,Providence,9700,39.6,-23,100
Rhode Island,1134,Rhode Island,Kent,60224,35.6,-11,100
Rhode Island,548,Rhode Island,Providence,120000,48.8,2,100
South Carolina,2742,South Carolina,Lancaster,10000,73.4,-96,100
South Carolina,2821,South Carolina,Marion,10000,45.2,-93,75
South Carolina,2939,South Carolina,Hampton,5000,47.4,156,100
South Carolina,877,South Carolina,Kershaw,8825,69.2,2172,100
South Carolina,883,South Carolina,York,88000,92,74,100
South Carolina,885,South Carolina,Georgetown,30000,67.75,49,100
South Carolina,909,South Carolina,Horry,195000,77.33,-99,100
South Carolina,2676,South Carolina,Greenwood,12000,72.33,163,100
South Carolina,1871,South Carolina,Beaufort,20000,73.33,177,100
South Carolina,2818,South Carolina,Horry,20000,52.4,3450,100
South Carolina,2820,South Carolina,Marion,14000,61.4,15,100
South Carolina,2822,South Carolina,Dorchester; Berkeley; Charleston,140000,57.2,140,100
South Carolina,908,South Carolina,Richland,60000,45.2,-46,75
South Carolina,2677,South Carolina,Greenwood,48000,57,-14,100
South Carolina,2782,South Carolina,Richland; Lexington,11399,54,17,100
South Carolina,2836,South Carolina,Jasper,10000,47.33,9784,50
South Carolina,2872,South Carolina,Horry,30000,52,-36,100
South Carolina,2634,South Carolina,Georgetown,12000,66.67,-9,100
South Carolina,2819,South Carolina,Columbus; Horry,3200,59.4,-40,100
South Carolina,2823,South Carolina,Horry,38000,62,525,100
South Carolina,2835,South Carolina,Marlboro,6427,66,-15,100
South Carolina,906,South Carolina,Lexington,40000,30,61,100
South Dakota,2606,South Dakota,Yankton,20000,27.14,-13,100
South Dakota,2630,South Dakota,Beadle,14000,73.5,-41,100
Tennessee,2288,Tennessee,Walker; Dade; Catoosa; Hamilton,400000,56.43,3,100
Tennessee,2612,Tennessee,Shelby,300000,73,-5,100
Texas,1140,Texas,Travis,539116,47.2,47,100
Texas,2661,Texas,Webb,30000,50.25,-3,100
Texas,2850,Texas,Dallas,131391,72.6,413,100
Texas,1934,Texas,Mclennan,203344,57.2,108,100
Texas,2374,Texas,Andrews,13502,72.25,-5,100
Texas,2807,Texas,Jefferson,112193,55.5,-82,100
Texas,2811,Texas,Hardin,34000,25.6,-100,50
Texas,2814,Texas,Nueces,158298,19.6,10,100
Texas,2817,Texas,Tarrant,1000000,42,352,100
Texas,35,Houston,Harris,551150,86.5,-73,100
Texas,40,Houston,Harris,117968,77,103,100
Texas,2325,Texas,Dallas,270000,42.71,-6,100
Texas,2642,Texas,Webb,140000,49.25,283,100
Texas,2663,Texas,Webb,120000,50.25,2640,100
Texas,2850,Texas,Dallas,105158,64.2,282,100
Texas,2850,Texas,Dallas,9079,82.4,116,100
Texas,201,Houston,Harris,124000,74.33,6463,100
Texas,2816,Texas,Victoria,65800,38.2,498,100
Texas,2833,Texas,Hidalgo,70000,35.2,-74,100
Texas,2868,Texas,Smith,9284,N/A,N/A,N/A
Texas,2921,Texas,Hidalgo,16782,53,2147483647,100
Texas,449,Houston,Harris,8610,66.67,-3,100
Texas,1683,Texas,Dallas,186000,66.86,28,100
Texas,1141,Texas,Travis,529541,46.2,52,100
Texas,2751,Texas,Dallas,242000,64.5,8,100
Texas,2850,Texas,Dallas; Kaufman; Collin,370000,86.2,75,100
Texas,2850,Texas,Dallas,2600000,89,314,100
Texas,2808,Texas,Hays,18000,13,261,100
Texas,2810,Texas,Taylor,125000,54.4,3650,100
Texas,2857,Texas,Gregg,82103,N/A,N/A,N/A
Texas,2866,Texas,Gregg,13000,N/A,N/A,N/A
Texas,2867,Texas,Henderson,13503,27.5,5112,100
Texas,2894,Texas,Brazos,58250,26.4,497,75
Texas,2949,Texas,Denton,166774,new site,640,100
Texas,375,Houston,Harris,293227,7.67,805,100
Texas,1761,Texas,Potter; Randall,60000,66,0,100
Texas,1762,Texas,Potter; Randall,140000,64.86,9,100
Texas,1881,Texas,Cooke,17300,63,-5,100
Texas,1947,Texas,Montgomery,65000,26.14,2,100
Texas,2326,Texas,Dallas,630000,39.29,-9,100
Texas,865,Texas,Webb,120000,24.83,25,100
Texas,867,Texas,Webb,140000,13.83,-22,60
Texas,2666,Texas,Galveston,115000,41.8,55,100
Texas,2673,Texas,Galveston,115000,39.75,1977,100
Texas,2689,Texas,Galveston,15000,62.6,139,100
Texas,2850,Texas,Dallas,22191,85.4,-79,100
Texas,2850,Texas,Dallas,313164,73.6,2159,100
Texas,2815,Texas,Anderson,19372,15,-73,100
Texas,2859,Texas,Smith,43686,N/A,N/A,N/A
Texas,1673,Texas,Dallas,200000,63,-5,100
Texas,1765,Texas,Wichita,90000,45,-15,100
Texas,1948,Texas,Montgomery,70000,21.71,-1,83
Texas,2615,Texas,Dallas,421700,66.8,23,100
Utah,10,Utah,Cache,9095,74,-25,100
Utah,15,Utah,Grand; San Juan,9896,41,-49,100
Utah,18,Utah,Utah,102624,28,341,100
Utah,19,Utah,Carbon,17312,49,184,100
Utah,22,Utah,Summit,23839,79.5,2213,100
Utah,26,Utah,Utah,53313,50,-31,100
Utah,33,Utah,Utah,253112,51,-20,100
Utah,9,Utah,Davis; Weber,208850,38,-48,100
Utah,1708,Utah,Utah,115000,32.6,8,100
Utah,1877,Utah,Salt Lake,600000,33.71,0,100
Utah,1077,Utah,Wasatch,5806,44.25,496,100
Utah,11,Utah,Utah; Salt Lake,94484,50,298,100
Utah,12,Utah,Cache,94005,65.25,199,100
Utah,16,Utah,Weber; Davis,228700,42.5,-20,100
Utah,20,Utah,Utah,21231,20.5,-6,100
Utah,21,Utah,Duchesne,6790,10.4,0,0
Utah,24,Utah,Davis,84981,42.25,7,100
Utah,25,Utah,Davis,21872,53,-64,100
Utah,28,Utah,Salt Lake,209645,28.25,18,100
Utah,2,Utah,Uintah,29513,14.5,7,100
Utah,5,Utah,Iron,32451,9.25,1,100
Utah,31,Utah,Utah,35840,37,560,100
Utah,32,Utah,Tooele,36244,39.75,-21,100
Utah,7,Utah,Salt Lake,515494,37.25,-21,100
Utah,1077,Utah,Wasatch,19936,43.25,727,100
Utah,11,Utah,Salt Lake,89507,41.75,48,100
Utah,17,Utah,Utah,112901,33,341,100
Utah,1,Utah,Washington,24970,25,362,100
Utah,23,Utah,Summit,7995,63.75,311,100
Utah,27,Utah,Washington,92047,41.25,69,100
Utah,29,Utah,Utah,12510,56.75,-23,100
Utah,30,Utah,Salt Lake,254971,19.5,229,100
Utah,34,Utah,Box Elder,12451,16.75,582,67
Utah,3,Utah,Box Elder,21443,33.75,175,100
